-5.875390e-001 -7.725820e-001 -6.376900e-002 -2.508150e-001 -4.130010e-001 7.648200e-002 2.446200e-002 -1.596770e-001 1.105470e-001 -5.444000e-002 -4.421700e-002 -3.800000e-005 -3.430100e-002 4.357700e-002 -1.195100e-002 1.626600e-002 -1.749800e-002 -3.882300e-002 -1.072550e-001 -1.896800e-002 -1.791800e-002 -3.164700e-002 1.814200e-002 -3.307660e-001 -7.525320e-001 -3.258300e-001 -2.096230e-001 -4.454890e-001 -8.861000e-002 1.060300e-001 -1.373830e-001 7.410000e-003 -1.221430e-001 -6.657500e-002 3.747200e-002 -3.005900e-002 1.722300e-002 1.053410e-001 9.968000e-003 -7.965600e-002 3.498300e-002 2.073400e-002 3.283400e-002 1.605600e-002 6.515400e-002 3.510000e-003 -4.746890e-001 -6.161810e-001 -1.926880e-001 -1.730850e-001 -8.602300e-002 7.290000e-004 7.476100e-002 -2.310900e-002 -6.720900e-002 -4.485400e-002 7.200400e-002 -4.520000e-002 2.310500e-002 7.115300e-002 5.104600e-002 2.687600e-002 -5.813800e-002 6.710800e-002 3.127900e-002 -1.578800e-002 5.918000e-003 -3.580200e-002 -2.065100e-002 
-4.746890e-001 -6.161810e-001 -1.926880e-001 -1.730850e-001 -8.602300e-002 7.290000e-004 7.476100e-002 -2.310900e-002 -6.720900e-002 -4.485400e-002 7.200400e-002 -4.520000e-002 2.310500e-002 7.115300e-002 5.104600e-002 2.687600e-002 -5.813800e-002 6.710800e-002 3.127900e-002 -1.578800e-002 5.918000e-003 -3.580200e-002 -2.065100e-002 -8.011680e-001 -7.459100e-001 -2.767930e-001 -1.872380e-001 -5.375700e-002 -9.897300e-002 -2.059100e-002 -1.298300e-001 -1.506770e-001 2.164000e-002 5.948600e-002 -1.487300e-002 -2.643000e-002 1.970900e-002 9.298000e-003 1.769500e-002 -2.982300e-002 2.932100e-002 -1.971600e-002 -3.927700e-002 5.208400e-002 1.249200e-002 5.238400e-002 -6.822900e-001 -7.936730e-001 -7.033600e-002 -1.655700e-001 -9.792700e-002 7.702500e-002 -5.786400e-002 -1.187750e-001 -8.590700e-002 2.075000e-003 7.027600e-002 -5.569400e-002 7.469600e-002 -2.631200e-002 1.074100e-002 1.250600e-002 3.244500e-002 -2.698000e-003 -1.841700e-002 -1.906200e-002 -2.613100e-002 -6.042500e-002 -2.555400e-002 
-6.822900e-001 -7.936730e-001 -7.033600e-002 -1.655700e-001 -9.792700e-002 7.702500e-002 -5.786400e-002 -1.187750e-001 -8.590700e-002 2.075000e-003 7.027600e-002 -5.569400e-002 7.469600e-002 -2.631200e-002 1.074100e-002 1.250600e-002 3.244500e-002 -2.698000e-003 -1.841700e-002 -1.906200e-002 -2.613100e-002 -6.042500e-002 -2.555400e-002 -3.257550e-001 -6.476900e-001 -2.878210e-001 -1.906890e-001 -2.129490e-001 -5.709700e-002 -1.614210e-001 -6.647000e-003 7.687300e-002 -1.747800e-002 5.229000e-002 -1.347500e-002 -2.590300e-002 5.021100e-002 -5.323000e-003 9.505300e-002 2.715600e-002 -4.578000e-003 1.709000e-002 -2.040900e-002 -7.714000e-003 -6.805000e-003 -2.735300e-002 -6.286700e-002 -2.133540e-001 -4.674980e-001 -2.678690e-001 -1.220050e-001 2.116700e-002 -7.607900e-002 -8.677800e-002 3.384200e-002 3.574500e-002 1.882200e-002 -1.018000e-002 -5.387000e-003 -1.789000e-002 4.130000e-003 3.063700e-002 1.701000e-002 3.338000e-003 6.078000e-003 -1.974000e-003 -2.368400e-002 -2.508500e-002 -2.695000e-003 
-6.286700e-002 -2.133540e-001 -4.674980e-001 -2.678690e-001 -1.220050e-001 2.116700e-002 -7.607900e-002 -8.677800e-002 3.384200e-002 3.574500e-002 1.882200e-002 -1.018000e-002 -5.387000e-003 -1.789000e-002 4.130000e-003 3.063700e-002 1.701000e-002 3.338000e-003 6.078000e-003 -1.974000e-003 -2.368400e-002 -2.508500e-002 -2.695000e-003 -3.892540e-001 -6.097940e-001 -3.882680e-001 -1.537920e-001 3.776200e-002 -1.097100e-001 -9.176000e-002 1.349210e-001 -2.374900e-002 -9.473000e-002 -5.213300e-002 5.379700e-002 1.227660e-001 -3.201000e-003 9.684000e-003 5.472400e-002 -1.115800e-002 3.426500e-002 -4.990700e-002 3.811300e-002 9.645000e-003 -6.591700e-002 -3.654500e-002 -4.682770e-001 -7.052420e-001 -2.494950e-001 -3.429860e-001 -3.540430e-001 -2.823100e-002 -2.960000e-004 -1.120800e-002 -8.340200e-002 4.265100e-002 -6.436700e-002 -9.907900e-002 8.060800e-002 -5.876000e-003 2.738000e-002 2.603000e-003 1.026300e-002 -2.712000e-002 -5.770600e-002 -3.501100e-002 -1.490600e-002 -7.154000e-002 1.627300e-002 
-4.682770e-001 -7.052420e-001 -2.494950e-001 -3.429860e-001 -3.540430e-001 -2.823100e-002 -2.960000e-004 -1.120800e-002 -8.340200e-002 4.265100e-002 -6.436700e-002 -9.907900e-002 8.060800e-002 -5.876000e-003 2.738000e-002 2.603000e-003 1.026300e-002 -2.712000e-002 -5.770600e-002 -3.501100e-002 -1.490600e-002 -7.154000e-002 1.627300e-002 -6.155850e-001 -1.298450e-001 -1.612260e-001 -2.897970e-001 -2.913760e-001 -9.304600e-002 -1.448030e-001 -7.898800e-002 -2.970500e-002 2.982700e-002 -1.342800e-002 -7.237700e-002 1.003700e-002 -3.112100e-002 5.981500e-002 -4.309000e-002 1.587400e-002 3.325000e-003 1.293200e-002 -3.118000e-003 2.243500e-002 -1.979000e-003 -1.453400e-002 -5.613590e-001 -1.767860e-001 -4.323100e-002 -2.778100e-001 -2.020900e-001 -5.573400e-002 -4.297700e-002 -2.087800e-002 8.659100e-002 4.522500e-002 1.484000e-003 2.088700e-002 3.723300e-002 -9.719400e-002 7.796400e-002 -1.985000e-003 9.045000e-003 -4.231300e-002 9.481000e-003 -1.353000e-003 1.089100e-002 1.563500e-002 4.129500e-002 
-5.613590e-001 -1.767860e-001 -4.323100e-002 -2.778100e-001 -2.020900e-001 -5.573400e-002 -4.297700e-002 -2.087800e-002 8.659100e-002 4.522500e-002 1.484000e-003 2.088700e-002 3.723300e-002 -9.719400e-002 7.796400e-002 -1.985000e-003 9.045000e-003 -4.231300e-002 9.481000e-003 -1.353000e-003 1.089100e-002 1.563500e-002 4.129500e-002 -5.242220e-001 -5.522790e-001 -1.753870e-001 -4.619260e-001 -2.551260e-001 9.511700e-002 -1.785340e-001 -4.158000e-002 1.378200e-002 -4.625400e-002 -3.372000e-002 -4.567700e-002 7.745800e-002 1.296600e-002 1.465840e-001 -1.113700e-002 1.988000e-002 1.550600e-002 -3.502100e-002 -5.760100e-002 -1.158200e-002 -3.421300e-002 -2.417300e-002 -3.755350e-001 -3.407080e-001 -1.727300e-001 -3.249110e-001 -1.129150e-001 -1.952950e-001 -3.166490e-001 5.852700e-002 -1.585000e-002 -6.917000e-003 -8.842500e-002 2.180600e-002 1.188220e-001 -9.157700e-002 4.530800e-002 5.542400e-002 1.090000e-003 -8.917000e-003 1.452400e-002 1.321300e-002 -3.684000e-003 4.265000e-003 -6.576000e-003 
-3.755350e-001 -3.407080e-001 -1.727300e-001 -3.249110e-001 -1.129150e-001 -1.952950e-001 -3.166490e-001 5.852700e-002 -1.585000e-002 -6.917000e-003 -8.842500e-002 2.180600e-002 1.188220e-001 -9.157700e-002 4.530800e-002 5.542400e-002 1.090000e-003 -8.917000e-003 1.452400e-002 1.321300e-002 -3.684000e-003 4.265000e-003 -6.576000e-003 -3.780380e-001 -2.470140e-001 -7.841700e-002 -2.623630e-001 -1.009990e-001 -2.094350e-001 -1.835050e-001 6.362400e-002 -5.993400e-002 -6.414000e-003 -8.799000e-003 -1.022800e-002 9.115600e-002 3.234000e-003 4.895400e-002 2.109400e-002 3.830000e-003 1.199200e-002 -1.990000e-003 2.526300e-002 4.061000e-003 -3.475000e-002 -2.711700e-002 -3.901500e-001 -7.264210e-001 -4.305720e-001 -2.189990e-001 -1.970710e-001 -2.729860e-001 -5.862700e-002 -3.786300e-002 -1.553320e-001 -8.527200e-002 6.640900e-002 3.217800e-002 2.627900e-002 1.366200e-002 3.946400e-002 5.242500e-002 2.367000e-003 1.609200e-002 9.974000e-003 1.724700e-002 -2.249800e-002 -1.769600e-002 3.679000e-003 
-3.901500e-001 -7.264210e-001 -4.305720e-001 -2.189990e-001 -1.970710e-001 -2.729860e-001 -5.862700e-002 -3.786300e-002 -1.553320e-001 -8.527200e-002 6.640900e-002 3.217800e-002 2.627900e-002 1.366200e-002 3.946400e-002 5.242500e-002 2.367000e-003 1.609200e-002 9.974000e-003 1.724700e-002 -2.249800e-002 -1.769600e-002 3.679000e-003 -6.006730e-001 -7.234090e-001 -7.168100e-002 -3.061160e-001 -1.445980e-001 8.729100e-002 -4.987800e-002 -1.010800e-001 -8.293100e-002 -1.472500e-002 6.202000e-003 -3.691600e-002 5.853300e-002 -3.079000e-003 4.723500e-002 -7.597000e-003 4.820600e-002 -1.085500e-002 5.048700e-002 4.532000e-003 2.415600e-002 -3.130000e-004 1.826300e-002 -5.917350e-001 -2.493270e-001 -2.944450e-001 -5.153790e-001 -1.108110e-001 -4.535000e-003 -2.311630e-001 -9.938000e-003 1.779000e-002 -1.368700e-002 2.828200e-002 -1.432730e-001 8.899900e-002 5.430800e-002 6.399300e-002 -5.176000e-003 8.775200e-002 2.335500e-002 9.484000e-003 -3.385500e-002 -5.650000e-004 4.620600e-002 1.242500e-002 
-5.917350e-001 -2.493270e-001 -2.944450e-001 -5.153790e-001 -1.108110e-001 -4.535000e-003 -2.311630e-001 -9.938000e-003 1.779000e-002 -1.368700e-002 2.828200e-002 -1.432730e-001 8.899900e-002 5.430800e-002 6.399300e-002 -5.176000e-003 8.775200e-002 2.335500e-002 9.484000e-003 -3.385500e-002 -5.650000e-004 4.620600e-002 1.242500e-002 -4.421920e-001 -6.161780e-001 -1.399950e-001 -3.263150e-001 -3.083710e-001 2.059500e-002 -5.815300e-002 -7.926100e-002 -2.578800e-002 8.244000e-003 5.161000e-003 -2.839500e-002 8.361400e-002 2.828500e-002 7.571100e-002 3.110300e-002 5.140000e-003 -8.392000e-003 1.594600e-002 -3.149800e-002 -2.359400e-002 5.610000e-003 -3.667400e-002 -3.909790e-001 -3.418950e-001 -9.759000e-002 -4.620890e-001 -2.242680e-001 -3.904100e-002 -2.005680e-001 -1.333500e-002 6.299600e-002 -6.170900e-002 6.153900e-002 -6.001600e-002 1.846900e-002 5.576500e-002 6.703000e-002 2.532200e-002 -7.542000e-003 1.882800e-002 -3.646200e-002 -3.321900e-002 -7.085500e-002 -1.220100e-002 2.907500e-002 
-3.909790e-001 -3.418950e-001 -9.759000e-002 -4.620890e-001 -2.242680e-001 -3.904100e-002 -2.005680e-001 -1.333500e-002 6.299600e-002 -6.170900e-002 6.153900e-002 -6.001600e-002 1.846900e-002 5.576500e-002 6.703000e-002 2.532200e-002 -7.542000e-003 1.882800e-002 -3.646200e-002 -3.321900e-002 -7.085500e-002 -1.220100e-002 2.907500e-002 -4.821660e-001 7.190000e-003 -3.104100e-001 -5.865330e-001 -6.850000e-002 -2.682670e-001 -2.077310e-001 -9.409200e-002 -5.205000e-002 8.307000e-002 -8.930000e-003 -1.013840e-001 6.265900e-002 -2.999700e-002 1.032120e-001 -4.177200e-002 3.354900e-002 3.170900e-002 1.109400e-002 -3.906500e-002 -4.554800e-002 -2.699500e-002 -5.534000e-003 -8.302690e-001 -2.257330e-001 1.768100e-002 -3.600300e-001 -2.133050e-001 -9.119500e-002 -1.118990e-001 -7.621800e-002 -2.412900e-002 2.235000e-003 -7.740000e-003 -4.227700e-002 6.779200e-002 1.869700e-002 1.112780e-001 1.178700e-002 5.188100e-002 2.946200e-002 2.459300e-002 5.188600e-002 -1.880100e-002 -8.600000e-004 -1.617800e-002 
