840 69 10
-0.615338 -0.587249 -0.259132 -0.175164 -0.105655 -0.173624  0.141343  0.113111 -0.094284 -0.142012 -0.010686 -0.023649  0.060939  0.001512  0.114345 -0.036021 -0.005471  0.040961 -0.055972 -0.026168 -0.043562 -0.024048 -0.038499 -0.807435 -0.574760 -0.221941 -0.249196 -0.077750  0.027823  0.124149 -0.032916 -0.140263 -0.029217 -0.033569 -0.108208  0.066372  0.054291 -0.099524 -0.002807 -0.053000 -0.021409 -0.024903 -0.003787 -0.028049 -0.046271  0.076301 -0.747108 -0.426034 -0.286462 -0.291918 -0.194418 -0.035858  0.065164 -0.117264 -0.064726  0.018123 -0.153168 -0.045401  0.027452  0.025436 -0.060240 -0.051688  0.011275 -0.060015  0.069400 -0.008902 -0.020304  0.008809  0.017676  1.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 
-0.747108 -0.426034 -0.286462 -0.291918 -0.194418 -0.035858  0.065164 -0.117264 -0.064726  0.018123 -0.153168 -0.045401  0.027452  0.025436 -0.060240 -0.051688  0.011275 -0.060015  0.069400 -0.008902 -0.020304  0.008809  0.017676 -0.647675 -0.107827 -0.219139 -0.249312 -0.163553 -0.032121 -0.010783 -0.082782 -0.056347  0.014770 -0.094272  0.017316 -0.051039 -0.011159  0.025805  0.006013  0.014253 -0.003151  0.025823 -0.008714  0.011305  0.057722 -0.013435 -0.804368 -0.159339 -0.375424 -0.237495 -0.153404 -0.080395 -0.101129 -0.071895 -0.092395 -0.037354 -0.034111  0.022263 -0.017599  0.018473  0.007577  0.005291  0.049154  0.019805  0.056053  0.029276  0.018289  0.048241 -0.002317  1.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 
-0.804368 -0.159339 -0.375424 -0.237495 -0.153404 -0.080395 -0.101129 -0.071895 -0.092395 -0.037354 -0.034111  0.022263 -0.017599  0.018473  0.007577  0.005291  0.049154  0.019805  0.056053  0.029276  0.018289  0.048241 -0.002317 -1.012659 -0.028304 -0.285410 -0.172628 -0.114189 -0.060012 -0.081927 -0.164955 -0.044871 -0.084064 -0.119652 -0.090007  0.005476 -0.057196 -0.008449  0.009711  0.056006 -0.031660  0.015867  0.032967  0.015872 -0.010674  0.044788 -0.959568 -0.256961 -0.112469 -0.202868 -0.012996 -0.051695 -0.055943 -0.044902  0.028150  0.043558  0.026498 -0.086753  0.003899 -0.020129  0.010527  0.024386  0.061203  0.047755  0.071391  0.061758  0.019028 -0.017563 -0.039736  1.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 
-0.959568 -0.256961 -0.112469 -0.202868 -0.012996 -0.051695 -0.055943 -0.044902  0.028150  0.043558  0.026498 -0.086753  0.003899 -0.020129  0.010527  0.024386  0.061203  0.047755  0.071391  0.061758  0.019028 -0.017563 -0.039736 -0.417988 -0.412149 -0.239782 -0.360245 -0.199991 -0.244961 -0.096546 -0.037504 -0.066373 -0.139060  0.015905 -0.076358 -0.036872 -0.070268  0.092531  0.039779 -0.012496  0.005191  0.007090  0.039028  0.051897  0.018679  0.042537 -0.772296 -0.464304 -0.301994 -0.357514 -0.161681 -0.230103  0.050117 -0.086732 -0.020973 -0.162487  0.028985 -0.123227 -0.059244 -0.083652 -0.023100 -0.012308 -0.071622  0.017880 -0.002092  0.026101  0.043180  0.110783  0.115603  1.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 
-0.772296 -0.464304 -0.301994 -0.357514 -0.161681 -0.230103  0.050117 -0.086732 -0.020973 -0.162487  0.028985 -0.123227 -0.059244 -0.083652 -0.023100 -0.012308 -0.071622  0.017880 -0.002092  0.026101  0.043180  0.110783  0.115603 -0.667838 -0.405470 -0.230540 -0.446516 -0.129621 -0.289019  0.047003 -0.075023 -0.090490 -0.006610 -0.014722 -0.067389 -0.037009 -0.012896 -0.003164  0.003114 -0.035502  0.024060 -0.017280  0.016692  0.023419  0.100560  0.054140 -0.671287 -0.270733  0.031613 -0.361903 -0.074643 -0.169784  0.035147 -0.044946 -0.091228  0.055626 -0.041453 -0.065062 -0.038345 -0.027364 -0.014501 -0.013320 -0.026257  0.017251 -0.037189 -0.033358 -0.027045  0.101718  0.086292  1.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 
-0.671287 -0.270733  0.031613 -0.361903 -0.074643 -0.169784  0.035147 -0.044946 -0.091228  0.055626 -0.041453 -0.065062 -0.038345 -0.027364 -0.014501 -0.013320 -0.026257  0.017251 -0.037189 -0.033358 -0.027045  0.101718  0.086292 -0.516033 -0.511311 -0.037558 -0.268584 -0.157335 -0.115696  0.045453 -0.064591 -0.099371  0.083704 -0.021931 -0.028365 -0.040740 -0.032814 -0.015802 -0.052585  0.020183  0.000328  0.052968 -0.065995 -0.014411  0.047252  0.019304 -0.614100 -0.637839 -0.027533 -0.275536 -0.196780 -0.074756  0.073350 -0.077187 -0.058710  0.001136 -0.070169  0.011243 -0.100501 -0.036097 -0.014310 -0.121255 -0.022300  0.023657  0.017349 -0.090096 -0.031895 -0.036747  0.008860  1.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 
-0.614100 -0.637839 -0.027533 -0.275536 -0.196780 -0.074756  0.073350 -0.077187 -0.058710  0.001136 -0.070169  0.011243 -0.100501 -0.036097 -0.014310 -0.121255 -0.022300  0.023657  0.017349 -0.090096 -0.031895 -0.036747  0.008860 -0.728262 -0.726414 -0.136842 -0.327973 -0.147933 -0.050000  0.014470 -0.079965 -0.057759 -0.064266  0.001486  0.023530 -0.130846  0.028042 -0.089361 -0.100496  0.017392 -0.002599 -0.013229 -0.053351 -0.039362 -0.020480  0.054565 -0.666166 -0.646017 -0.155603 -0.285657 -0.093493 -0.043453  0.018539 -0.064147 -0.113051 -0.058072  0.064966 -0.053164 -0.052782  0.027459 -0.105009 -0.040298 -0.027268 -0.002324  0.001142 -0.053855 -0.070372 -0.015084 -0.012985  1.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 
-0.666166 -0.646017 -0.155603 -0.285657 -0.093493 -0.043453  0.018539 -0.064147 -0.113051 -0.058072  0.064966 -0.053164 -0.052782  0.027459 -0.105009 -0.040298 -0.027268 -0.002324  0.001142 -0.053855 -0.070372 -0.015084 -0.012985 -0.603366 -0.524319 -0.130220 -0.219320 -0.010061 -0.015488  0.068631 -0.025278 -0.140354  0.009799  0.092460 -0.062243  0.008829  0.023653 -0.081551 -0.012189  0.007711  0.015867 -0.010401 -0.052675 -0.026954 -0.081639  0.004789 -0.625025 -0.463269 -0.179152 -0.254944 -0.016643 -0.028935  0.113163 -0.044077 -0.147337  0.027657  0.036928 -0.068973  0.058145 -0.029957 -0.028228 -0.030774 -0.015315  0.032109 -0.039576 -0.011882 -0.030907 -0.080503 -0.012294  1.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 
-0.625025 -0.463269 -0.179152 -0.254944 -0.016643 -0.028935  0.113163 -0.044077 -0.147337  0.027657  0.036928 -0.068973  0.058145 -0.029957 -0.028228 -0.030774 -0.015315  0.032109 -0.039576 -0.011882 -0.030907 -0.080503 -0.012294 -0.612427 -0.464860 -0.198496 -0.246347 -0.061136 -0.055899  0.101096 -0.021621 -0.136936  0.005390 -0.004260 -0.065213  0.068078 -0.020828 -0.002569 -0.074018 -0.021925  0.026998 -0.036000 -0.005714 -0.035050 -0.092620 -0.007912 -0.565929 -0.329670 -0.171710 -0.226770 -0.093636 -0.025928  0.127071  0.055147 -0.132711 -0.017830 -0.020687 -0.032040  0.053111  0.001606  0.041455 -0.076175 -0.018192  0.027354 -0.028050 -0.009294 -0.058561 -0.079850 -0.017187  1.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 
-0.565929 -0.329670 -0.171710 -0.226770 -0.093636 -0.025928  0.127071  0.055147 -0.132711 -0.017830 -0.020687 -0.032040  0.053111  0.001606  0.041455 -0.076175 -0.018192  0.027354 -0.028050 -0.009294 -0.058561 -0.079850 -0.017187 -0.729854 -0.439731 -0.230106 -0.293106 -0.139679 -0.145647  0.109486  0.020064 -0.115321 -0.072204 -0.052641 -0.087445 -0.006613 -0.022801  0.041749 -0.075288 -0.043714  0.030412 -0.052924 -0.022754 -0.098724 -0.056155  0.002439 -0.679734 -0.455553 -0.331955 -0.306084 -0.162336 -0.191776  0.051142  0.039035 -0.081111 -0.128687  0.008177 -0.080721  0.001103 -0.078465  0.072500 -0.081983 -0.087470 -0.015811 -0.053173 -0.009046 -0.075816 -0.041920  0.034827  1.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 
